brand,description,pricecurrency,price,title,collection_name,collection_url,url,images_dir,s3_dir,manufacturer,country_of_origin,imported_by,weight,generic_name,unit_of_measurement,marketed_by,article_code,product_dimensions
Adidas Originals,"Everyone has their favourite M&M'S Brand colours — what's yours? Show it off with these adidas Forum shoes. The iconic basketball silhouette comes to life with different M&M'S characters' personalities, each shoe representing a different one through colours and playful details. Even the 3-Stripes get the chocolaty goodness treatment with groove lines that mimic the M&M'S bag's edges. Peanut-coloured lining and a character on the sockliner drives the fun, unexpected look home.",,"₹ 9,999.00",M&MS BRAND FORUM LOW 84  RED ,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/m-ms-brand-forum-low-84-red,data/raw/superkicks/women-sneakers/images/adidas originals/m&ms brand forum low 84  red ,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/adidas originals/m&ms brand forum low 84  red ,,indonesia,adidas india Marking pvt Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,GZ1935,
Nike,"From the beach to the streets, the Nike Victori One perfects a classic, must-have design. Delivering lightweight comfort that's easy to wear, it features new, softer foam that feels comfortable. The contoured footbed with grip pattern helps cradle and hold your foot in place. The wide, padded strap feels as good as it looks.",,"₹ 2,076.00",WMNS VICTORI ONE PRINTED SLIDE  ANIMAL PRINT ,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/wmns-victori-one-printed-slide-animal-print,data/raw/superkicks/women-sneakers/images/nike/wmns victori one printed slide  animal print ,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/nike/wmns victori one printed slide  animal print ,,,Nike India Pvt. Ltd.,,SLIDE,1 Pair,Super kicks India Pvt. Ltd.,CN9676-104,
Adidas Originals,"Sometimes it feels like you're moving non-stop. These adidas NMD_V3 Shoes make things a little easier on you. The super stretchy knit upper wraps your foot in comfort and supports your stride. Boost cushioning returns the energy you're throwing down and charges every step with that plush, good feeling to keep you going strong. Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",,"₹ 12,799.00",NMD_V3 GREY,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/nmd_v3-grey,data/raw/superkicks/women-sneakers/images/adidas originals/nmd_v3 grey,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/adidas originals/nmd_v3 grey,,,,,,,Superkicks India Pvt. Ltd.,,
Adidas Originals,"With these adidas NMD_R1 shoes, all it takes is seconds. Seconds, and you're comfortable, ready to go, out the door. Because time moves fast, and these were designed to keep up with every part of the day by bringing together some of the best adidas technology. Plush BOOST cushioning balances out long hours on your feet, while the upper wraps the foot in unparalleled comfort. Since we were on the ease trip, we switched things up and replaced the laces with an elastic closure. Like we said — all it takes is seconds.",,"₹ 8,666.00",NMD_R1  CORE BLACK ,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/nmd_r1-core-black-1,data/raw/superkicks/women-sneakers/images/adidas originals/nmd_r1  core black ,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/adidas originals/nmd_r1  core black ,,,,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,GW5698,
Fila,"Comfortable, durable and great looking, this athletic shoe is a new twist on an old favorite. You'll be unstoppable in these!",,"₹ 4,999.00",DISRUPTOR II WHITE,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/disruptor-ii-white,data/raw/superkicks/women-sneakers/images/fila/disruptor ii white,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/fila/disruptor ii white,,,,,,,,,
Nike,"Praised for its classic simplicity and comfort, the Nike Blazer Low Platform elevates the hoops icon. The lifted midsole/outsole lets you step confidently while the upper keeps the proportions you loved from the original.",,"₹ 8,195.00",WMNS BLAZER LOW PLATFORM PINK GLAZE,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/wmns-blazer-low-platform-pink-glaze,data/raw/superkicks/women-sneakers/images/nike/wmns blazer low platform pink glaze,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/nike/wmns blazer low platform pink glaze,Nike India Pvt. Ltd.,INDONESIA,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DJ0292-103,
Nike,"Praised by the streets for its classic simplicity and comfort, the Nike Blazer Low '77 returns with its low-profile, classic hoops style. Featuring crisp leather, a retro Swoosh design and super-soft, low-cut collar, it's a must-have wardrobe staple.",,"₹ 7,195.00",WMNS BLAZER LOW 77,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/wmns-blazer-low-77,data/raw/superkicks/women-sneakers/images/nike/wmns blazer low 77,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/nike/wmns blazer low 77,Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DC4769-102,
Nike,"Get a little wild in the heirloom of style. The Nike Air Max 90 SE stays true to its OG roots with its iconic Waffle outsole, stitched overlays and classic TPU accents. The patchwork upper features an array of richly textured fabrics to go along with animal print graphics that deliver an untamable look.  Originally designed for performance running, the Max Air unit in the heel adds unbelievable cushioning. Rubber Waffle outsole adds a heritage look, traction and durability. Stitched overlays and TPU accents on the heel and eyestays add durability, comfort and the iconic ’90s look you love. Padded, low-top collar looks sleek and feels great.",,"₹ 9,516.00",WMNS AIR MAX 90 SE,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/wmns-air-max-90-se,data/raw/superkicks/women-sneakers/images/nike/wmns air max 90 se,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/nike/wmns air max 90 se,PT CHANGSHIN REKSA JAYA,Indonesia,Nike India Private Limited,0.95,SHOE,1 Pair,SUPER KICKS INDIA PVT. LTD,DH5075-100,
Nike,"With an edgy look inspired by the fast-paced running shoes of the '90s, the Nike Air Max Furyosa brings a bold, new voice to fashion and comfort.Offset, stacked Air in the heel delivers a big statement in cushioning.The ultra-plush heel pillow, padded collar and pillowed tongue make you feel like you've just stepped into your favourite slippers.And if that's not enough, the dual-lace system lets you be as expressive as you want, adding DIY flair to the 5-star comfort.",,"₹ 10,796.00",WMNS AIR MAX FURYOSA  ARCHEO PINK ,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/wmns-air-max-furyosa-archeo-pink,data/raw/superkicks/women-sneakers/images/nike/wmns air max furyosa  archeo pink ,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/nike/wmns air max furyosa  archeo pink ,,,,,,,Superkicks India Pvt. Ltd.,,
Nike,"Thirty years later, this Tinker Hatfield-designed silhouette has stood the test of time. If anything, its longevity is starting to test time itself—how can an outdoors-inspired sneaker designed in 1991 still hold up today? Classic stylings with today's touches. An iconic inner bootie and premium upper have always offered one-of-a-kind comfort and durability, but this modern makeup has a stretchier collar and softer foam midsole, making it easier to slip on and even more comfortable on the trails. Now returning in Trails End Brown and Prism Violet, celebrate this ACG OG as it continues its legacy for another decade.",,"₹ 11,596.00",ACG AIR MOWABB TRAILS END BROWN,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/acg-air-mowabb-trails-end-brown,data/raw/superkicks/women-sneakers/images/nike/acg air mowabb trails end brown,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/nike/acg air mowabb trails end brown,,,,,,,Superkicks India Pvt. Ltd.,,
Fila,"Comfortable, durable and great looking, this athletic shoe is a new twist on an old favorite. You'll be unstoppable in these!",,"₹ 5,666.00",DISRUPTOR II EXP BLACK,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/disruptor-ii-exp-black,data/raw/superkicks/women-sneakers/images/fila/disruptor ii exp black,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/fila/disruptor ii exp black,,,,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,11009443,
Puma,"The Mirage Mox collection takes design cues from a 1970s pair of PUMA running shoes and transforms them with a textural contrast and funky futuristic elements. Inspired by illusions and the space between what's real and otherworldly, it's ready for new realities. With bold pops of colour, the Vision iteration features premium materials for a sophisticated silhouette that will have you rocking retro with cool confidence.",,"₹ 5,332.00",MIRAGE MOX VISION BLUE ATOLL,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/mirage-mox-vision-blue-atoll,data/raw/superkicks/women-sneakers/images/puma/mirage mox vision blue atoll,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/puma/mirage mox vision blue atoll,,,,,,,Superkicks India Pvt. Ltd.,,
Converse,"We could tell you that it's the OG basketball shoe, created over 100 years ago. Or that the design has largely stayed the same, because why mess with a good thing. Or how it became the unofficial sneaker of all your favorite artists and musicians, who each made it their own. Yeah, we could share a lot of stories, but the one that matters most isn't ours it's yours. It's how and where you take your Chucks. The legacy is long, but what comes next is up to you. We just make the shoe. You make the stories.  Canvas upper is lightweight and durable The timeless silhouette you know and love High profile for classic coverage Medial eyelets enhance airflow Classic All Star ankle patch",,"₹ 8,999.00",RUN STAR MOTION BLACK,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/run-star-motion-black,data/raw/superkicks/women-sneakers/images/converse/run star motion black,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/converse/run star motion black,Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,171545C,
Nike,"Created for the hardwood but taken to the streets, the ’80s b-ball icon returns with crisp leather and retro colors. The classic hoops design channels ’80s vintage back onto the streets while the padded, high-top collar adds an old-school look rooted to comfort.",,"₹ 9,295.00",WMNS DUNK HIGH BLACKWHITE,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/wmns-dunk-high-black-white,data/raw/superkicks/women-sneakers/images/nike/wmns dunk high blackwhite,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/nike/wmns dunk high blackwhite,PT. NIKOMAS GEMILANG,Indonesia,Nike India Private Limited,0.95,SHOE,1 Pair,SUPER KICKS INDIA PVT. LTD,DD1869-103,
Converse,"Available in a low top for the first time, the Run Star Hike's chunky platform and jagged rubber sole put an unexpected twist on your everyday Chucks. Details like an organic canvas build, rubber toe cap and Chuck Taylor ankle patch stay true to the original, while a molded platform, two-tone outsole and rounded heel give off futuristic vibes. Winged tongue stitching for reinforcement.  Low-top, platform canvas shoe Colorblocked, lugged outsole for style and traction OrthoLite cushioning for comfort",,"₹ 5,999.00",RUN STAR HIKE LOW WHITE,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/run-star-hike-low-white,data/raw/superkicks/women-sneakers/images/converse/run star hike low white,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/converse/run star hike low white,Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,168817C,
Puma,"Experience a paradigm shift in athletic technology. Our RS-2K Internet Exploring is delves into today's digital narratives in physical form. The RS-2K family of design represents a true renaissance of style and innovation in sportswear, featuring bright splashes of colour and futuristic shapes to deliver high-impact designs that redefine the market.",,"₹ 6,666.00",RS-2K INTERNET EXPLORING,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/rs-2k-internet-exploring-1,data/raw/superkicks/women-sneakers/images/puma/rs-2k internet exploring,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/puma/rs-2k internet exploring,,,,,,,Superkicks India Pvt. Ltd.,,
Puma,"Sometimes fashion just looks fast. These sci-fi-inspired trainers are bold and colourful because their nostalgic, retro design notes optimistically point to better days ahead. Stride into tomorrow with the RS-Fast Trainers' unprecedented bold branding and highly visible graphics.",,"₹ 6,666.00",RS-FAST,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/rs-fast,data/raw/superkicks/women-sneakers/images/puma/rs-fast,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/puma/rs-fast,,,,,,,Superkicks India Pvt. Ltd.,,
Reebok,"The Aztrek 96 updates heritage Aztrek designs with a more angular shape and added overlays. Made of a mix of textile and textured suede, the shoes show off authentic retro style with '90s-era colour pops and an X-shape on the toe.",,"₹ 5,999.00",AZTREK 96 REINVENTE,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/aztrek-96-reinvente,data/raw/superkicks/women-sneakers/images/reebok/aztrek 96 reinvente,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/reebok/aztrek 96 reinvente,Adidas India Marketing Private Ltd.,Indonesia,Adidas India Marketing Private Ltd.,0.95 KG,SHOES,1 Pair,SUPER KICKS INDIA PVT. LTD,EF7620,
Reebok,Throwback running style inspires these women's shoes. Perforation and a peek-a-boo Vector logo on the side add a feminine touch. Authentic DMX cushioning circulates air from the front to the back of your foot as you walk.,,"₹ 7,332.00",DAYTONA DMX II,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/daytona-dmx-ii-2,data/raw/superkicks/women-sneakers/images/reebok/daytona dmx ii,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/reebok/daytona dmx ii,Adidas India Marketing Private Ltd.,Vietnam,Adidas India Marketing Private Ltd.,0.95 KG,SHOES,1 Pair,SUPER KICKS INDIA PVT. LTD,DV7354,
Adidas,"Fearless '90s confidence inspires these shoes. They echo the look of retro sneakers with a chunky, sculpted outsole. A glossy paint effect gives the soft leather upper a striking look. A wide elastic band makes them easy to slip on and off.",,"₹ 7,999.00",FALCON RX W,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/falcon-rx-w,data/raw/superkicks/women-sneakers/images/adidas/falcon rx w,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/adidas/falcon rx w,Adidas India Marketing Private Ltd.,Vietnam,Adidas India Marketing Private Ltd.,0.95 KG,SHOES,1 Pair,SUPER KICKS INDIA PVT. LTD,EE5018,
Adidas,"The '90s sensation is back, updated with more style and comfort. These shoes have TPU 3-Stripes on a soft, sock-like knit upper. The distinctive P.O.D. midsole has a supportive TPU bridge, and Boost cushioning adds an elevated level of comfort.",,"₹ 9,332.00",POD-S3.1 W,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/pod-s3-1-w,data/raw/superkicks/women-sneakers/images/adidas/pod-s3.1 w,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/adidas/pod-s3.1 w,Adidas India Marketing Private Ltd.,Vietnam,Adidas India Marketing Private Ltd.,0.95 KG,SHOES,1 Pair,SUPER KICKS INDIA PVT. LTD,DB3541,
Puma,"Dazzle the competition in our NRGY Star Sneakers, engineered with a PU SoftFoam sockliner to give you an unbelievably comfortable stride at mile one or mile 24 and a slip-on construction so you can be ready for action in a flash.",,"₹ 4,199.00",NRGY PEACH,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/nrgy-peach,data/raw/superkicks/women-sneakers/images/puma/nrgy peach,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/puma/nrgy peach,,,,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,36915523,
Reebok,"Voted ""most popular"" since 1994, the fierce Instapump Fury OG is unrivaled. Designed in collaboration with fashion-forward label Opening Ceremony, these shoes look fresh in plaid. They feature an iconic Pump on the upper for bold, '90s-inspired attitude and a personalized fit.",,"₹ 9,599.00",OPENING CEREMONY INSTAPUMP FURY GREEN,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/opening-ceremony-instapump-fury-green,data/raw/superkicks/women-sneakers/images/reebok/opening ceremony instapump fury green,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/reebok/opening ceremony instapump fury green,Adidas India Marketing Private Ltd.,Vietnam,Adidas India Marketing Private Ltd.,0.95 KG,SHOES,1 Pair,SUPER KICKS INDIA PVT. LTD,FW2474,
Fila,The Disruptor 2 gets more wild than ever with this exotic edition featuring multiple animal prints.,,"₹ 5,999.00",DISRUPTOR 2 ANIMAL PRINT,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/disruptor-2-animal-print,data/raw/superkicks/women-sneakers/images/fila/disruptor 2 animal print,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/fila/disruptor 2 animal print,,,,,,,,,
Adidas Originals,"You like to mix and match and make things your own. Same with the adidas SL Andridge Shoes. Flaunt the eclectic mix of satin nylon, suede and patent leather, accented with pops of retro colour. Step up to a stacked sole for a little extra height and a lot of on-trend style.",,"₹ 6,666.00",SL ANDRIDGE,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/sl-andridge,data/raw/superkicks/women-sneakers/images/adidas originals/sl andridge,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/adidas originals/sl andridge,Adidas India Marketing Private Ltd.,Vietnam,Adidas India Marketing Private Ltd.,0.95 KG,SHOES,1 Pair,SUPER KICKS INDIA PVT. LTD,FU7134,
Reebok,"Voted Most Popular since 1994, the fierce InstaPump Fury has no rivals. These women's shoes feature an iconic Pump on the upper for a bold '90s attitude. The Pump uses air instead of laces to adjust for a personalised fit. Pops of contrast colour add extra flair.",,"₹ 11,999.00",INSTAPUMP FURY OG WHITE,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/instapump-fury-og-white,data/raw/superkicks/women-sneakers/images/reebok/instapump fury og white,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/reebok/instapump fury og white,Adidas India Marketing Private Ltd.,Vietnam,Adidas India Marketing Private Ltd.,0.95 KG,SHOES,1 Pair,SUPER KICKS INDIA PVT. LTD,EF3143,
Reebok,"This high-gloss statement shoe catches eyes from all angles. With a low-cut design, your look is sleek and sophisticated. The EVA midsole keeps feet cushioned and comfy, so there's nothing slowing you down. The durable rubber outsole outlasts wear and tear and adds some fun with a rippled effect. Stand up and stand out in these clear winners.",,"₹ 5,999.00",WORKOUT RIPPLE OG,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/workout-ripple-og,data/raw/superkicks/women-sneakers/images/reebok/workout ripple og,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/reebok/workout ripple og,Adidas India Marketing Private Ltd.,Vietnam,Adidas India Marketing Private Ltd.,0.95 KG,SHOES,1 Pair,SUPER KICKS INDIA PVT. LTD,DV8239,
Reebok,"The Aztrek 96 updates heritage Aztrek designs with a more angular shape and added overlays. Made in a mix of faux suede and textile, these women's shoes show off extra attitude with overlays in the shape of an oversize Vector logo.",,"₹ 5,999.00",AZTREK 96,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/aztrek-96,data/raw/superkicks/women-sneakers/images/reebok/aztrek 96,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/reebok/aztrek 96,Adidas India Marketing Private Ltd.,Indonesia,Adidas India Marketing Private Ltd.,0.95 KG,SHOES,1 Pair,SUPER KICKS INDIA PVT. LTD,DV9397,
Adidas Originals,"Inspired by vintage running styles, the Arkyn adds a modern shape and playful touches. Built in lightweight unlined mesh with a soft collar. Designed slim and built stretchy. These shoes have a comfortable, sock-like fit.",,"₹ 7,999.00",ARKYN BURGUNDY,women-sneakers,https://www.superkicks.in/collections/women-sneakers,https://www.superkicks.in/products/arkyn-burgundy,data/raw/superkicks/women-sneakers/images/adidas originals/arkyn burgundy,s3://sneakers-ml/data/raw/superkicks/women-sneakers/images/adidas originals/arkyn burgundy,Adidas India Marketing Private Ltd.,Vietnam,Adidas India Marketing Private Ltd.,0.95 KG,SHOES,1 Pair,SUPER KICKS INDIA PVT. LTD,CG6222,
Jordan,"Originally debuting in1986, the AJ2 was a sleek, pared-down version of its predecessor. This updated version keeps it in the family, with premium leather and classic Nike Air cushioning underfoot.Nike Air unit in the heel gives a nice bit of cushioning.Full-grain and synthetic leather gives a luxe durability.Rubber outsole provides everyday traction.",,"₹ 14,995.00",WMNS AIR JORDAN 2 RETRO LOW WHITEUNIVERSITY RED-BLACK-COCONUT MILK,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-2-retro-low-white-university-red-black-coconut-milk,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 2 retro low whiteuniversity red-black-coconut milk,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 2 retro low whiteuniversity red-black-coconut milk,Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,FD4849-106,
Adidas Originals,"ICONIC SHOE UPDATED WITH A RAISED MIDSOLE. The adidas Superstar shoes have continued to showcase their timeless style since their introduction over 50 years ago. This pair takes classic design elements such as the toe box and 3-Stripes, and raises the midsole to add a touch of personality. The striking colors give you endless combinations that you can combine with your outfits.",,"₹ 11,999.00",SUPERSTAR XLG TENNIS WHITESKY BLUE,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/superstar-xlg-tennis-white-sky-blue,data/raw/superkicks/women-basketball-sneakers/images/adidas originals/superstar xlg tennis whitesky blue,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/adidas originals/superstar xlg tennis whitesky blue,adidas India Marketing Private Ltd.,China,adidas India Marketing Private Ltd.,1.10 KG,Shoe,1 pair,Superkicks India Pvt. Ltd.,IF3003,
Nike,"Game on! Inspired by MJ's high school days, this energetic colorway brings A+ energy to the streets. Bold bursts of Game Royal and Varsity Maize let you join the team in style, while subtly weathered leather ups the vintage appeal. Crafted details like the woven tongue label, hangtag and Wings logo add a premium boost to any 'fit. And the finishing touch? Nike Air cushioning underfoot lets you keep pace, so nothing holds you back from showing off your legendary look. Premium construction delivers comfort and iconic appeal. Encapsulated Nike Air-Sole unit in the heel gives you soft cushioning.",,"₹ 16,995.00",WMNS AIR JORDAN 1 RETRO HIGH OG VARSITY MAIZEGAME ROYAL-SAIL,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-1-retro-high-og-varsity-maize-game-royal-sail,data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air jordan 1 retro high og varsity maizegame royal-sail,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air jordan 1 retro high og varsity maizegame royal-sail,Nike,China,Nike India Pvt. Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,FD2596-700,
Jordan,"With these mid-top AJ1s, you don't have to choose a favorite color. Contrasting panels make these sneaks stand out, proving that every side is your good side. Durable leather up top and Air cushioning underfoot make 'em perfect for all-day wear—so lace up, and let the compliments roll in.  Leather upper and split outsole combine to keep the style going from top to bottom Nike Air technology absorbs impact for cushioning with every step. Solid rubber outsoles give you traction on a variety of surfaces.  Details  Extra set of white laces",,"₹ 11,895.00",WMNS AIR JORDAN 1 MID SE BEACHCHERRYWOOD RED-SAIL,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-1-mid-se-beach-cherrywood-red-sail,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 mid se beachcherrywood red-sail,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 mid se beachcherrywood red-sail,Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DR0501-200,
Jordan,"Crafted to the original '86 specs, this mellow AJ2 takes you back to simpler times. Dreamy colors evoke cotton candy clouds and evening hangs, and the mix of canvas and suede keeps the memories of summertime burning bright.Genuine and synthetic leather gives you style, structure and durability.Nike Air technology absorbs impact for cushioning with every step.",,"₹ 17,295.00",WMNS AIR JORDAN 2 RETRO SUMMIT WHITEGYM RED-MED SOFT PINK,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-2-retro-summit-white-gym-red-med-soft-pink,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 2 retro summit whitegym red-med soft pink,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 2 retro summit whitegym red-med soft pink,Nike,Vietnam,Nike India Private Ltd.,1.10 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,FB2372-100,
Jordan,"Set the gold standard with the Air Jordan 3. An all-time favorite, this fresh colorway adds to the legacy. Of course, a hangtag certifies your place on the team—and the elephant print detailing delivers a classic finish.More Details  Leather and synthetic leather materials in upper Foam midsole Rubber outsole",,"₹ 16,595.00",WMNS AIR JORDAN 3 RETRO WHITEVARSITY RED-LUCKY GREEN,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-3-retro-white-varsity-red-lucky-green,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 3 retro whitevarsity red-lucky green,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 3 retro whitevarsity red-lucky green,Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,CK9246-136,
Nike,"Everything you love about the AF1—but doubled! The Air Force 1 Shadow puts a playful twist on a hoops icon to highlight the best of AF1 DNA. With 2 eyestays, 2 mudguards, 2 backtabs and 2 Swoosh logos, you get a layered look with double the branding.Leather in the upper ages to soft perfection.Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.Featuring the same iconic shape as the original AF1, a slightly exaggerated midsole makes these sneakers instantly recognizable.Low-cut, padded collar looks sleek and feels great.Foam midsole and grooved outsole ensure the shoe is lightweight, flexible and comfortable.Rubber outsole with heritage hoops pivot circles adds durable traction.",,"₹ 11,895.00",WMNS AIR FORCE 1 SHADOW WHITESUNDIAL-SIREN RED-PHOTON DUST,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-force-1-shadow-white-sundial-siren-red-photon-dust,data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 shadow whitesundial-siren red-photon dust,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 shadow whitesundial-siren red-photon dust,Nike,China,Nike India Pvt. Ltd.,0.95kg,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DZ1847-100,
Adidas,"FORUM LOW SHOES ADIDAS X HELLO KITTY SHOES MADE IN PART WITH RECYCLED MATERIALS. What year is it? It feels like Y2K in these adidas Forum shoes featuring your favourite character, Hello Kitty! The retro B-ball design is decked out in polka dots and bright colours, plus a Hello Kitty key chain that dangles from the laces — a little reminder of the importance of friendship and love. So lace up, and enjoy all the good vibes. Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.  Details   Regular fit Lace closure with hook-and-loop strap Synthetic upper Textile lining Rubber outsole Upper contains a minimum of 50% recycled content",,"₹ 7,999.00",HELLO KITTY FORUM LOW W CORE BLACKBLISS PINK’,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/hello-kitty-forum-low-w-core-black-bliss-pink,data/raw/superkicks/women-basketball-sneakers/images/adidas/hello kitty forum low w core blackbliss pink’,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/adidas/hello kitty forum low w core blackbliss pink’,adidas India Marketing Private Ltd.,VIETNAM,adidas India Marketing Private Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,GW7167,
